Player,,Loan: start/end,Age,Nationality,Region Nat,Position,Market value,From Team,From League,From Region,From Country,From Level,To Team,To League,To Region,To Country,To Level,End of Loan Date,Fee,Transfer ID
Frank Feller,In,No,19,Germany,Europe,Goalkeeper,0,Heidenheim U19,"A-Juniors Bundesliga South/Southwest, German","Europe, ex. Top Leagues",Germany,Youth League,Heidenheim,"Bundesliga, German",Top,Germany,First Tier,,0,842
Mert Kömür,In,No,17,Germany,Europe,Attacking Midfield,0,FC Augsburg U19,"A-Juniors Bundesliga South/Southwest, German","Europe, ex. Top Leagues",Germany,Youth League,FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,,0,1818
Tarek Buchmann,In,No,18,Germany,Europe,Centre-Back,0,FC Bayern U19,"A-Juniors Bundesliga South/Southwest, German","Europe, ex. Top Leagues",Germany,Youth League,Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,,0,2433
Marcel Lubik,In,No,19,Poland,Europe,Goalkeeper,"250,000",FC Augsburg U19,"A-Juniors Bundesliga South/Southwest, German","Europe, ex. Top Leagues",Germany,Youth League,FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,,0,1638
Seedy Jarju,In,No,18,The Gambia,Africa,Left-Back,0,Heidenheim U19,"A-Juniors Bundesliga South/Southwest, German","Europe, ex. Top Leagues",Germany,Youth League,Heidenheim,"Bundesliga, German",Top,Germany,First Tier,,0,2333
Nikola Dovedan,In,No,28,Austria,Europe,Second Striker,"600,000",Austria Vienna,"Bundesliga, Austria","Europe, ex. Top Leagues",Austria,First Tier,Heidenheim,"Bundesliga, German",Top,Germany,First Tier,,0,1971
Anderson Lucoqui,Out,No,26,Angola,Africa,Left-Back,"600,000",1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,Hertha BSC,"2. Bundesliga, German","Europe, ex. Top Leagues",Germany,Second Tier,,0,171
Levin Öztunali,Out,No,27,Germany,Europe,Left Winger,"1,200,000",Union Berlin,"Bundesliga, German",Top,Germany,First Tier,Hamburger SV,"2. Bundesliga, German","Europe, ex. Top Leagues",Germany,Second Tier,,0,1471
Lars Stindl,Out,No,34,Germany,Europe,Attacking Midfield,"1,000,000",Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,Karlsruher SC,"2. Bundesliga, German","Europe, ex. Top Leagues",Germany,Second Tier,,0,1441
Bright Arrey-Mbi,Out,No,20,Germany,Europe,Centre-Back,"800,000",Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,Hannover 96,"2. Bundesliga, German","Europe, ex. Top Leagues",Germany,Second Tier,,0,415
Dzenis Burnic,Out,No,25,Germany,Europe,Defensive Midfield,"550,000",Heidenheim,"Bundesliga, German",Top,Germany,First Tier,Karlsruher SC,"2. Bundesliga, German","Europe, ex. Top Leagues",Germany,Second Tier,,0,666
Keanan Bennetts,Out,No,24,Germany,Europe,Left-Back,"500,000",Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,Wehen Wiesbaden,"2. Bundesliga, German","Europe, ex. Top Leagues",Germany,Second Tier,,0,1373
Marvin Rittmüller,Out,No,24,Germany,Europe,Right-Back,"350,000",Heidenheim,"Bundesliga, German",Top,Germany,First Tier,E. Braunschweig,"2. Bundesliga, German","Europe, ex. Top Leagues",Germany,Second Tier,,0,1706
Nemanja Celic,Out,No,24,Austria,Europe,Defensive Midfield,"300,000",Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,SV Ried,"2. Liga, Austria","Europe, ex. Top Leagues",Austria,Second Tier,,0,1931
André Leipold,Out,No,21,Germany,Europe,Centre-Forward,"200,000",Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,SV Lafnitz,"2. Liga, Austria","Europe, ex. Top Leagues",Austria,Second Tier,,0,181
Jacek Goralski,Out,No,30,Poland,Europe,Defensive Midfield,0,VfL Bochum,"Bundesliga, German",Top,Germany,First Tier,Wieczysta,"3 Liga - Group IV, Poland","Europe, ex. Top Leagues",Poland,Fourth Tier,,0,1070
Yassin Ben Balla,Out,No,27,France,Europe,Defensive Midfield,"350,000",Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,SV Sandhausen,"3. Liga, German","Europe, ex. Top Leagues",Germany,Third Tier,,0,2638
Luca Unbehaun,Out,No,22,Germany,Europe,Goalkeeper,"650,000",Bor. Dortmund,"Bundesliga, German",Top,Germany,First Tier,SC Verl,"3. Liga, German","Europe, ex. Top Leagues",Germany,Third Tier,,0,1530
Andreas Geipl,Out,No,31,Germany,Europe,Defensive Midfield,"350,000",Heidenheim,"Bundesliga, German",Top,Germany,First Tier,Jahn Regensburg,"3. Liga, German","Europe, ex. Top Leagues",Germany,Third Tier,,0,198
Tim Maciejewski,Out,No,22,Germany,Europe,Right Midfield,"350,000",Union Berlin,"Bundesliga, German",Top,Germany,First Tier,SV Sandhausen,"3. Liga, German","Europe, ex. Top Leagues",Germany,Third Tier,,0,2482
Merveille Biankadi,Out,No,28,Germany,Europe,Attacking Midfield,"300,000",Heidenheim,"Bundesliga, German",Top,Germany,First Tier,Arm. Bielefeld,"3. Liga, German","Europe, ex. Top Leagues",Germany,Third Tier,,0,1820
Ayman Azhil,Out,No,22,Morocco,Africa,Defensive Midfield,"400,000",B. Leverkusen,"Bundesliga, German",Top,Germany,First Tier,B. Dortmund II,"3. Liga, German","Europe, ex. Top Leagues",Germany,Third Tier,,0,332
Bryang Kayo,Out,No,20,United States,North America,Central Midfield,"200,000",VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,FC Ingolstadt,"3. Liga, German","Europe, ex. Top Leagues",Germany,Third Tier,,0,422
Ramy Bensebaini,Inside,No,28,Algeria,Africa,Left-Back,"20,000,000",Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,Bor. Dortmund,"Bundesliga, German",Top,Germany,First Tier,,0,2138
Konrad Laimer,Inside,No,26,Austria,Europe,Central Midfield,"28,000,000",RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,,0,1424
Omar Marmoush,Inside,No,24,Egypt,Africa,Centre-Forward,"6,000,000",VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,,0,2016
Finn Dahmen,Inside,No,25,Germany,Europe,Goalkeeper,"2,500,000",1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,,0,805
Felix Passlack,Inside,No,25,Germany,Europe,Right-Back,"1,500,000",Bor. Dortmund,"Bundesliga, German",Top,Germany,First Tier,VfL Bochum,"Bundesliga, German",Top,Germany,First Tier,,0,788
Philipp Pentke,Inside,No,38,Germany,Europe,Goalkeeper,"300,000",TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,1.FC Köln,"Bundesliga, German",Top,Germany,First Tier,,0,2100
Patric Pfeiffer,Inside,No,23,Ghana,Africa,Centre-Back,"3,000,000",Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,,0,2066
Raphaël Guerreiro,Inside,No,29,Portugal,Europe,Left-Back,"20,000,000",Bor. Dortmund,"Bundesliga, German",Top,Germany,First Tier,Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,,0,2144
Ellyes Skhiri,Inside,No,28,Tunisia,Africa,Defensive Midfield,"13,000,000",1.FC Köln,"Bundesliga, German",Top,Germany,First Tier,E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,,0,705
Paulinho,Out,No,22,Brazil,South America,Left Winger,"10,000,000",B. Leverkusen,"Bundesliga, German",Top,Germany,First Tier,Atlético-MG,Campeonato Brasileiro Série A,South America,Brazil,First Tier,,0,2078
Lucas Ribeiro,Out,No,24,Brazil,South America,Centre-Back,"1,200,000",TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,Ceará SC,Campeonato Brasileiro Série B,South America,Brazil,Second Tier,,0,1544
Kristian Pedersen,Out,No,29,Denmark,Europe,Left-Back,"1,200,000",1.FC Köln,"Bundesliga, German",Top,Germany,First Tier,Swansea,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1427
Anthony Modeste,Out,No,35,France,Europe,Centre-Forward,"700,000",Bor. Dortmund,"Bundesliga, German",Top,Germany,First Tier,El Ahly,Egyptian Premier League,Africa,Egypt,First Tier,,0,255
Kevin Möhwald,Out,No,29,Germany,Europe,Central Midfield,"600,000",Union Berlin,"Bundesliga, German",Top,Germany,First Tier,KAS Eupen,"Jupiler Pro League, Belgium","Europe, ex. Top Leagues",Belgium,First Tier,,0,1393
Daley Blind,Inside,No,33,Netherlands,Europe,Centre-Back,"3,000,000",Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,Girona,"LaLiga, Spain",Top,Spain,First Tier,,0,536
Daley Sinkgraven,Inside,No,28,Netherlands,Europe,Left-Back,"2,500,000",B. Leverkusen,"Bundesliga, German",Top,Germany,First Tier,UD Las Palmas,"LaLiga, Spain",Top,Spain,First Tier,,0,537
Ørjan Nyland,Inside,No,32,Norway,Europe,Goalkeeper,"600,000",RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,,0,2025
Clinton Mola,Out,No,22,England,Europe,Centre-Back,"500,000",VfB Stuttgart,"Bundesliga, German",Top,Germany,First Tier,Reading,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,514
Ronaël Pierre-Gabriel,Inside,No,25,France,Europe,Right-Back,"3,500,000",1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,FC Nantes,"Ligue 1, France",Top,France,First Tier,,0,2227
Julian Baumgartlinger,Out,No,35,Austria,Europe,Defensive Midfield,0,FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,Retired,No league,Retired,-,Retired,,0,1318
Ermin Bicakcic,Out,No,33,Bosnia-Herzegovina,Europe,Centre-Back,"700,000",TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No Club,-,No tier,,0,736
Tanguy Coulibaly,Out,No,22,France,Europe,Right Winger,"2,500,000",VfB Stuttgart,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No Club,-,No tier,,0,2430
Josuha Guilavogui,Out,No,32,France,Europe,Defensive Midfield,"2,000,000",VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No Club,-,No tier,,0,1294
Jonathan Schmid,Out,No,33,France,Europe,Right-Back,"600,000",SC Freiburg,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No Club,-,No tier,,0,1239
Karim Bellarabi,Out,No,33,Germany,Europe,Right Winger,"1,500,000",B. Leverkusen,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No Club,-,No tier,,0,1359
Timo Horn,Out,No,30,Germany,Europe,Goalkeeper,"1,500,000",1.FC Köln,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No Club,-,No tier,,0,2491
André Hahn,Out,No,32,Germany,Europe,Right Winger,"1,200,000",FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No Club,-,No tier,,0,179
Nico Schulz,Out,No,30,Germany,Europe,Left-Back,"1,000,000",Bor. Dortmund,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No Club,-,No tier,,0,1944
Niko Gießelmann,Out,No,31,Germany,Europe,Left-Back,"1,000,000",Union Berlin,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No Club,-,No tier,,0,1970
Jan Schröder,Out,No,20,Germany,Europe,Left-Back,"200,000",E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,Delaware,No league,No Club,-,No tier,,0,1116
Jonas Hector,Out,No,33,Germany,Europe,Left-Back,0,1.FC Köln,"Bundesliga, German",Top,Germany,First Tier,Retired,No league,Retired,-,Retired,,0,1227
Nils Petersen,Out,No,34,Germany,Europe,Centre-Forward,0,SC Freiburg,"Bundesliga, German",Top,Germany,First Tier,Blankenb. FV,No league,No club,-,No tier,,0,1980
Sebastian Rudy,Out,No,33,Germany,Europe,Defensive Midfield,0,TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No club,-,No tier,,0,2326
Steve Kroll,Out,No,26,Germany,Europe,Goalkeeper,0,Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,Retired,No league,Retired,-,Retired,,0,2412
Tobias Strobl,Out,No,33,Germany,Europe,Defensive Midfield,0,FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,Retired,No league,Retired,-,Retired,,0,2497
Konstantinos Stafylidis,Out,No,29,Greece,Europe,Left-Back,"1,200,000",VfL Bochum,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No Club,-,No tier,,0,1426
Daniel Caligiuri,Out,No,35,Italy,Europe,Right Winger,"600,000",FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No Club,-,No tier,,0,543
Almamy Touré,Out,No,27,Mali,Africa,Centre-Back,"2,500,000",E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No Club,-,No tier,,0,147
Sebastian Andersson,Out,No,31,Sweden,Europe,Centre-Forward,"700,000",1.FC Köln,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,No Club,-,No tier,,0,2323
Philipp Sonn,Out,No,18,Germany,Europe,Left-Back,0,Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,Wormatia Worms,"Oberliga Rheinland-Pfalz/Saar, German","Europe, ex. Top Leagues",Germany,Fifth Tier,,0,2101
Mahmoud Dahoud,Inside,No,27,Germany,Europe,Central Midfield,"12,000,000",Bor. Dortmund,"Bundesliga, German",Top,Germany,First Tier,Brighton,"Premier League, England",Top,England,First Tier,,0,1602
Andrey Lunev,Out,No,31,Russia,Europe,Goalkeeper,"1,200,000",B. Leverkusen,"Bundesliga, German",Top,Germany,First Tier,Qarabag FK,"Premyer Liqa, Azerbaijan","Europe, ex. Top Leagues",Azerbaijan,First Tier,,0,210
Paulo Otávio,Out,No,28,Brazil,South America,Left-Back,"4,000,000",VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,Al-Sadd SC,Qatar Stars League,Asia,Qatar,First Tier,,0,2081
Oskar Preil,Out,No,19,Germany,Europe,Goalkeeper,"200,000",RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,FV Illertissen,"Regionalliga Bayern, German","Europe, ex. Top Leagues",Germany,Fourth Tier,,0,2039
Benjamin Leneis,Out,No,24,Germany,Europe,Goalkeeper,"75,000",FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,FSV Zwickau,"Regionalliga Northeast, German","Europe, ex. Top Leagues",Germany,Fourth Tier,,0,365
Mert Arslan,Out,No,19,Germany,Europe,Attacking Midfield,"50,000",Heidenheim,"Bundesliga, German",Top,Germany,First Tier,Lok Leipzig,"Regionalliga Northeast, German","Europe, ex. Top Leagues",Germany,Fourth Tier,,0,1816
Eniss Shabani,Out,No,20,Albania,Europe,Central Midfield,"200,000",1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,FSV Mainz 05 II,"Regionalliga Südwest, German","Europe, ex. Top Leagues",Germany,Fourth Tier,,0,722
Melvin Ramusovic,Out,No,22,Germany,Europe,Defensive Midfield,"150,000",Heidenheim,"Bundesliga, German",Top,Germany,First Tier,Stuttg. Kickers,"Regionalliga Südwest, German","Europe, ex. Top Leagues",Germany,Fourth Tier,,0,1811
Momo Cissé,Out,No,20,Guinea,Africa,Left Winger,"25,000",VfB Stuttgart,"Bundesliga, German",Top,Germany,First Tier,Stuttgart II,"Regionalliga Südwest, German","Europe, ex. Top Leagues",Germany,Fourth Tier,,0,1875
Melayro Bogarde,Out,No,21,Netherlands,Europe,Defensive Midfield,"600,000",TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,Hoffenheim II,"Regionalliga Südwest, German","Europe, ex. Top Leagues",Germany,Fourth Tier,,0,1810
Joshua Eze,Out,No,20,Germany,Europe,Defensive Midfield,"200,000",B. Leverkusen,"Bundesliga, German",Top,Germany,First Tier,Fortuna Köln,"Regionalliga West, German","Europe, ex. Top Leagues",Germany,Fourth Tier,,0,1289
Evan Ndicka,Inside,No,23,Cote d'Ivoire,Africa,Centre-Back,"28,000,000",E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,AS Roma,"Serie A, Italy",Top,Italy,First Tier,,0,746
Marcus Thuram,Inside,No,25,France,Europe,Centre-Forward,"40,000,000",Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,Inter,"Serie A, Italy",Top,Italy,First Tier,,0,1664
Daichi Kamada,Inside,No,26,Japan,Asia,Attacking Midfield,"27,000,000",E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,Lazio,"Serie A, Italy",Top,Italy,First Tier,,0,533
Aarón Martín,Inside,No,26,Spain,Europe,Left-Back,"7,000,000",1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,Genoa,"Serie A, Italy",Top,Italy,First Tier,,0,3
Antonis Aidonis,Out,No,22,Germany,Europe,Centre-Back,"350,000",VfB Stuttgart,"Bundesliga, German",Top,Germany,First Tier,Aris Saloniki,"Super League 1, Greece","Europe, ex. Top Leagues",Greece,First Tier,,0,276
Vasilios Lampropoulos,Out,No,33,Greece,Europe,Centre-Back,"400,000",VfL Bochum,"Bundesliga, German",Top,Germany,First Tier,OFI Crete FC,"Super League 1, Greece","Europe, ex. Top Leagues",Greece,First Tier,,0,2564
Antonis Makatounakis,Out,No,19,Greece,Europe,Goalkeeper,"100,000",Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,AO Giouchtas,"Super League 2, Greece","Europe, ex. Top Leagues",Greece,Second Tier,,0,278
Silvere Ganvoula,Out,No,27,Congo,Africa,Centre-Forward,"600,000",VfL Bochum,"Bundesliga, German",Top,Germany,First Tier,BSC Young Boys,"Super League, Swiss","Europe, ex. Top Leagues",Switzerland,First Tier,,0,2372
Kingsley Schindler,Out,No,30,Ghana,Africa,Right-Back,"950,000",1.FC Köln,"Bundesliga, German",Top,Germany,First Tier,Samsunspor,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,,0,1412
Rafal Gikiewicz,Out,No,35,Poland,Europe,Goalkeeper,"650,000",FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,Ankaragücü,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,,0,2130
Tommaso Vannucchi,In,No,16,Italy,Europe,Goalkeeper,"150,000",Fiorentina U17,"Campionato nazionale Under 17 - C, Italy",South America,Brazil,Youth League,Fiorentina,"Serie A, Italy",Top,Italy,First Tier,,0,2520
Guillaume Restes,In,No,18,France,Europe,Goalkeeper,"2,000,000",Toulouse B,"Championnat National 2 - Groupe A, France","Europe, ex. Top Leagues",France,Fourth Tier,Toulouse,"Ligue 1, France",Top,France,First Tier,,0,952
Christian Mawissa Elebi,In,No,18,France,Europe,Centre-Back,"250,000",Toulouse B,"Championnat National 2 - Groupe A, France","Europe, ex. Top Leagues",France,Fourth Tier,Toulouse,"Ligue 1, France",Top,France,First Tier,,0,490
Justin Lacombe,In,No,20,France,Europe,Goalkeeper,"150,000",Toulouse B,"Championnat National 2 - Groupe A, France","Europe, ex. Top Leagues",France,Fourth Tier,Toulouse,"Ligue 1, France",Top,France,First Tier,,0,1344
Bonota Traoré,In,No,20,France,Europe,Centre-Forward,"50,000",Toulouse B,"Championnat National 2 - Groupe A, France","Europe, ex. Top Leagues",France,Fourth Tier,Toulouse,"Ligue 1, France",Top,France,First Tier,,0,383
Nassim L'Ghoul,In,No,26,France,Europe,Attacking Midfield,0,SC Toulon,"Championnat National 2 - Groupe A, France","Europe, ex. Top Leagues",France,Fourth Tier,Clermont Foot,"Ligue 1, France",Top,France,First Tier,,0,1918
Eli Junior Kroupi,In,No,17,France,Europe,Attacking Midfield,"400,000",Lorient B,"Championnat National 2 - Groupe C, France","Europe, ex. Top Leagues",France,Fourth Tier,FC Lorient,"Ligue 1, France",Top,France,First Tier,,0,695
François Mughe,In,No,19,Cameroon,Africa,Right Winger,"300,000",Marseille B,"Championnat National 3 - Groupe A, France","Europe, ex. Top Leagues",France,Fifth Tier,Marseille,"Ligue 1, France",Top,France,First Tier,,0,841
Emran Soglo,In,No,17,England,Europe,Central Midfield,"1,000,000",Marseille B,"Championnat National 3 - Groupe A, France","Europe, ex. Top Leagues",France,Fifth Tier,Marseille,"Ligue 1, France",Top,France,First Tier,,0,720
Junior Diaz,In,No,19,Cote d'Ivoire,Africa,Centre-Back,"100,000",FC Nantes B,Championnat National 3 - Groupe D,"Europe, ex. Top Leagues",France,Fifth Tier,FC Nantes,"Ligue 1, France",Top,France,First Tier,,0,1330
Nathan Zeze,In,No,18,France,Europe,Centre-Back,"400,000",FC Nantes B,Championnat National 3 - Groupe D,"Europe, ex. Top Leagues",France,Fifth Tier,FC Nantes,"Ligue 1, France",Top,France,First Tier,,0,1923
Bastien Meupiyou,In,No,17,France,Europe,Centre-Back,"250,000",FC Nantes B,Championnat National 3 - Groupe D,"Europe, ex. Top Leagues",France,Fifth Tier,FC Nantes,"Ligue 1, France",Top,France,First Tier,,0,347
Alan Do Marcolino,In,No,21,Gabon,Africa,Centre-Forward,"150,000",Rennes B,"Championnat National 3 - Groupe E, France","Europe, ex. Top Leagues",France,Fifth Tier,Stade Rennais,"Ligue 1, France",Top,France,First Tier,,0,60
Joseph Nduquidi,In,No,18,France,Europe,Central Midfield,"250,000",FC Metz B,"Championnat National 3 - Groupe I, France","Europe, ex. Top Leagues",France,Fifth Tier,FC Metz,"Ligue 1, France",Top,France,First Tier,,0,1284
Valentin Atangana Edoa,In,No,17,France,Europe,Defensive Midfield,"250,000",Stade Reims B,"Championnat National 3 - Groupe I, France","Europe, ex. Top Leagues",France,Fifth Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,,0,2553
Thérence Koudou,In,No,18,France,Europe,Right-Back,"100,000",Stade Reims B,"Championnat National 3 - Groupe I, France","Europe, ex. Top Leagues",France,Fifth Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,,0,2453
Jordan Robinand,In,No,19,France,Europe,Attacking Midfield,"50,000",R. Strasbourg B,"Championnat National 3 - Groupe I, France","Europe, ex. Top Leagues",France,Fifth Tier,R. Strasbourg,"Ligue 1, France",Top,France,First Tier,,0,1254
